model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize
 I800,2019,17750,Manual,3844,Diesel,145,31.7,2.5
 Ioniq,2019,16995,Semi-Auto,831,Hybrid,135,78.5,1.6
 I10,2018,7099,Manual,3048,Petrol,145,60.1,1.0
 I20,2017,7599,Manual,29804,Petrol,30,58.9,1.2
 I30,2015,7646,Manual,29786,Diesel,20,72.4,1.6
 I40,2018,12499,Automatic,32289,Diesel,145,60.1,1.7
 I800,2017,12819,Manual,44812,Diesel,300,37.7,2.5
 I30,2018,9525,Manual,33811,Diesel,145,74.3,1.6
 I30,2018,8921,Manual,12233,Petrol,145,57.7,1.0
 IX35,2015,9199,Manual,38760,Diesel,145,53.3,1.7
 Tucson,2017,11290,Manual,22759,Diesel,30,61.7,1.7
 I10,2017,6290,Manual,26315,Petrol,145,60.1,1.0
 I10,2017,6490,Manual,26908,Petrol,20,60.1,1.0
 I40,2014,8921,Automatic,56078,Diesel,200,47.1,1.7
 I10,2012,3250,Manual,64000,Petrol,20,61.4,1.2
 I10,2009,4490,Automatic,27152,Petrol,150,47.9,1.2
 Santa Fe,2018,29500,Automatic,9648,Diesel,145,39.2,2.2
 Kona,2018,12890,Manual,10200,Petrol,145,52.3,1.0
 Tucson,2016,12150,Manual,30022,Diesel,30,61.7,1.7
 Tucson,2017,17390,Automatic,8169,Petrol,150,39.8,1.6
 I10,2016,5490,Manual,28601,Petrol,20,61.4,1.0
 I20,2017,7499,Manual,16035,Petrol,145,55.4,1.2
 I800,2018,15999,Automatic,30459,Diesel,145,31.7,2.5
 I10,2017,6836,Manual,16755,Petrol,20,60.1,1.0
 IX20,2013,7234,Automatic,48666,Petrol,200,43.6,1.6
 Tucson,2016,11678,Manual,36469,Diesel,30,61.7,1.7
 I10,2016,6764,Manual,33794,Petrol,30,57.6,1.2
 I30,2016,9855,Manual,26844,Diesel,20,72.4,1.6
 I30,2016,7299,Manual,48975,Diesel,0,78.4,1.6
 I10,2016,5500,Manual,43778,Petrol,20,60.1,1.0
 Tucson,2016,11699,Manual,17841,Diesel,30,61.7,1.7
 I30,2017,9499,Manual,37069,Diesel,145,74.3,1.6
 I30,2012,5995,Manual,64008,Diesel,30,64.2,1.6
 Ioniq,2018,16990,Automatic,3297,Hybrid,135,78.5,1.6
 I10,2016,6490,Manual,21611,Petrol,30,57.6,1.2
 IX20,2014,7250,Automatic,27082,Petrol,200,43.6,1.6
 I30,2017,9517,Manual,38982,Diesel,145,74.3,1.6
 Kona,2018,12343,Manual,8085,Petrol,145,44.1,1.0
 I800,2018,15701,Manual,20896,Diesel,145,37.7,2.5
 I30,2018,10399,Automatic,39893,Petrol,145,51.4,1.4
 Tucson,2019,16999,Automatic,13797,Petrol,145,36.2,1.6
 I30,2017,9499,Manual,33860,Diesel,145,74.3,1.6
 I30,2017,9499,Manual,34817,Diesel,145,74.3,1.6
 Santa Fe,2014,14799,Automatic,51344,Diesel,260,41.5,2.2
 Tucson,2016,10991,Manual,108000,Diesel,125,58.9,2.0
 Santa Fe,2017,18990,Manual,19049,Diesel,200,47.1,2.2
 Tucson,2017,14270,Manual,14752,Petrol,145,44.8,1.6
 Tucson,2017,11650,Manual,34794,Diesel,30,61.7,1.7
 I30,2017,9995,Manual,40282,Diesel,150,74.3,1.6
 I20,2017,8290,Manual,24496,Petrol,145,65.7,1.0
 I10,2018,7499,Manual,6145,Petrol,145,60.1,1.0
 Kona,2018,12249,Manual,27177,Petrol,145,52.3,1.0
 IX20,2017,11199,Automatic,4076,Petrol,145,43.5,1.6
 Tucson,2017,13999,Manual,13007,Petrol,145,44.8,1.6
 I40,2013,5495,Manual,76698,Diesel,30,62.8,1.7
 I20,2018,9995,Manual,11254,Petrol,150,46.3,1.2
 Tucson,2017,14500,Manual,4566,Diesel,30,61.7,1.7
 Tucson,2017,13499,Manual,25089,Diesel,145,61.7,1.7
 Ioniq,2016,13999,Automatic,42707,Hybrid,0,78.5,1.6
 I20,2014,4495,Manual,72506,Petrol,30,57.6,1.2
 Tucson,2016,10991,Manual,108000,Diesel,125,58.9,2.0
 I30,2015,4492,Manual,124000,Diesel,0,78.4,1.6
 I30,2015,4492,Manual,124000,Diesel,0,78.4,1.6
 I40,2016,7393,Manual,100000,Diesel,30,65.7,1.7
 I10,2011,2488,Manual,94138,Petrol,20,61.4,1.2
 IX35,2012,5588,Manual,82833,Petrol,200,41.5,1.6
 I10,2018,7497,Manual,11841,Petrol,145,60.1,1.0
 Kona,2019,14497,Manual,2499,Petrol,145,44.1,1.0
 I20,2013,4783,Manual,55894,Petrol,30,57.6,1.2
 I20,2019,9699,Manual,10926,Petrol,145,46.3,1.2
 Tucson,2019,15499,Manual,9841,Petrol,145,34.9,1.6
 IX35,2012,5790,Manual,64992,Petrol,205,41.5,1.6
 I40,2015,7640,Manual,61599,Diesel,30,65.7,1.7
 Santa Fe,2017,16989,Manual,27287,Diesel,145,47.1,2.2
 Tucson,2018,19970,Automatic,20000,Diesel,150,46.3,1.6
 Tucson,2017,14470,Manual,36000,Diesel,30,61.4,1.7
 IX20,2011,4750,Manual,23000,Petrol,120,50.4,1.4
 I10,2010,2950,Manual,62000,Petrol,30,56.5,1.2
 I30,2015,6950,Manual,36000,Petrol,145,47.1,1.4
 I10,2017,5724,Manual,33803,Petrol,145,60.1,1.0
 I30,2016,7999,Manual,73635,Diesel,20,72.4,1.6
 I10,2017,6000,Manual,43233,Petrol,145,57.7,1.2
 I30,2018,10375,Manual,34153,Petrol,145,54.3,1.0
 IX20,2016,9000,Manual,21686,Petrol,125,50.4,1.4
 Kona,2019,14245,Manual,2642,Petrol,145,44.1,1.0
 Tucson,2018,12825,Manual,6816,Petrol,145,44.8,1.6
 Tucson,2017,11698,Manual,13673,Petrol,145,44.8,1.6
 I30,2012,4980,Manual,52548,Petrol,150,47.1,1.4
 I20,2010,3995,Manual,60000,Petrol,125,54.3,1.2
 Tucson,2017,15995,Manual,14000,Diesel,30,61.7,1.7
 Tucson,2016,12499,Manual,32481,Diesel,30,61.7,1.7
 Tucson,2016,13499,Automatic,42597,Diesel,200,47.1,2.0
 IX35,2013,7999,Manual,55736,Diesel,200,48.7,2.0
 Tucson,2016,13399,Automatic,31828,Diesel,125,57.6,1.7
 Tucson,2018,13799,Manual,16346,Diesel,145,61.7,1.7
 I30,2013,6000,Manual,47246,Petrol,145,47.1,1.4
 Tucson,2017,13000,Manual,10726,Diesel,150,61.7,1.7
 Ioniq,2018,14200,Automatic,40735,Hybrid,135,78.5,1.6
 IX20,2017,9399,Automatic,7809,Petrol,160,43.5,1.6
 I800,2019,16199,Manual,21457,Diesel,145,31.7,2.5
 Tucson,2016,11199,Manual,69894,Diesel,30,61.7,1.7
 Santa Fe,2013,10149,Manual,55998,Diesel,200,46.3,2.2
 I10,2017,7999,Automatic,20664,Petrol,145,47.9,1.2
 Santa Fe,2016,16499,Automatic,29448,Diesel,260,41.5,2.2
 I20,2013,6999,Automatic,30536,Petrol,145,47.1,1.4
 I10,2014,5499,Manual,45495,Petrol,30,57.6,1.2
 I10,2017,6500,Manual,30490,Petrol,145,60.1,1.0
 I10,2018,6699,Manual,31217,Petrol,145,60.1,1.0
 I10,2017,7225,Manual,16807,Petrol,145,60.1,1.0
 I10,2017,6150,Manual,58250,Petrol,145,60.1,1.0
 IX35,2015,7950,Manual,42250,Petrol,160,44.1,1.6
 I800,2018,15800,Manual,33387,Diesel,150,31.7,2.5
 Santa Fe,2016,18500,Automatic,23764,Diesel,240,42.8,2.2
 Ioniq,2017,16599,Automatic,23659,Hybrid,135,78.5,1.6
 I20,2014,5770,Manual,33013,Petrol,30,57.6,1.2
 I40,2017,13751,Manual,8613,Diesel,145,65.7,1.7
 Tucson,2018,15495,Manual,3978,Petrol,145,34.9,1.6
 I20,2013,4670,Manual,49252,Diesel,0,74.3,1.1
 Tucson,2017,12249,Manual,12845,Petrol,145,44.8,1.6
 Tucson,2017,13699,Manual,20462,Diesel,145,61.7,1.7
 I40,2015,7357,Manual,56577,Diesel,30,65.7,1.7
 Tucson,2016,11349,Manual,18006,Diesel,30,61.7,1.7
 I20,2019,10699,Manual,10668,Petrol,145,46.3,1.2
 I30,2017,9499,Manual,34258,Diesel,145,74.3,1.6
 I30,2019,9950,Manual,9000,Petrol,145,45.6,1.0
 Tucson,2016,11499,Manual,42850,Diesel,30,61.7,1.7
 IX35,2013,7990,Manual,65900,Diesel,150,48.7,1.7
 I20,2014,4990,Manual,63100,Petrol,30,57.6,1.2
 Tucson,2017,12991,Manual,26671,Petrol,145,44.8,1.6
 Santa Fe,2011,5395,Manual,130000,Diesel,265,41.5,2.2
 I20,2017,7459,Manual,39628,Petrol,145,58.9,1.2
 I30,2018,10399,Automatic,33616,Petrol,145,51.4,1.4
 I30,2015,8975,Manual,46761,Diesel,20,72.4,1.6
 Tucson,2016,12789,Manual,28793,Diesel,30,61.7,1.7
 I800,2018,15489,Manual,30727,Diesel,145,31.7,2.5
 I800,2018,14000,Manual,37620,Diesel,150,37.7,2.5
 I20,2018,8000,Manual,28050,Petrol,150,58.9,1.2
 I10,2018,7991,Manual,11518,Petrol,150,60.1,1.0
 I20,2016,6990,Manual,19947,Petrol,30,55.4,1.2
 I40,2014,6895,Manual,63458,Diesel,30,62.8,1.7
 I10,2016,8495,Automatic,18000,Petrol,150,47.9,1.2
 I10,2015,4999,Manual,56000,Petrol,20,60.1,1.0
 I800,2018,14795,Manual,37530,Diesel,145,37.7,2.5
 I10,2017,6988,Manual,29694,Petrol,145,57.7,1.2
 I30,2009,2699,Manual,105863,Petrol,200,45.6,1.6
 Getz,2008,1695,Manual,67000,Petrol,125,51.4,1.1
 IX35,2013,7995,Automatic,90000,Diesel,300,39.2,2.0
 I10,2017,6995,Manual,3000,Petrol,145,60.1,1.0
 I10,2012,4295,Manual,24000,Petrol,20,61.4,1.2
 Ioniq,2018,13295,Automatic,55190,Hybrid,140,78.5,1.6
 Santa Fe,2015,14000,Automatic,43450,Diesel,265,41.5,2.2
 I10,2010,3491,Manual,64081,Petrol,30,57.6,1.2
 I30,2014,4291,Manual,107419,Diesel,0,76.3,1.6
 I10,2012,3491,Manual,67365,Petrol,20,61.4,1.2
 I10,2017,8499,Manual,9748,Petrol,30,57.7,1.2
 I30,2013,7199,Automatic,37438,Diesel,160,51.4,1.6
 Tucson,2017,14500,Automatic,22000,Diesel,145,46.3,2.0
 Santa Fe,2017,19500,Automatic,18543,Diesel,140,42.8,2.2
 IX20,2012,5790,Manual,45566,Petrol,145,45.6,1.4
 I40,2015,6990,Manual,54000,Diesel,30,65.7,1.7
 IX35,2014,8275,Manual,50000,Diesel,145,53.3,1.7
 I20,2016,7849,Manual,34690,Petrol,30,58.9,1.2
 I30,2017,9499,Manual,34959,Diesel,145,74.3,1.6
 IX20,2013,5800,Manual,45016,Petrol,145,45.6,1.4
 I30,2017,9499,Manual,37710,Diesel,145,74.3,1.6
 I30,2017,9499,Manual,35155,Diesel,145,74.3,1.6
 IX35,2015,8795,Manual,45163,Diesel,145,53.3,1.7
 IX35,2011,5490,Manual,75617,Diesel,145,48.7,1.7
 IX35,2014,7475,Manual,90000,Diesel,145,53.3,1.7
 Tucson,2007,2495,Manual,90631,Petrol,300,35.3,2.0
 I30,2010,2495,Manual,99000,Diesel,30,62.8,1.6
 I30,2009,2250,Manual,116000,Diesel,30,60.1,1.6
 I20,2010,1995,Manual,78100,Petrol,125,54.3,1.2
 I20,2010,3795,Manual,49000,Petrol,145,50.4,1.4
 I30,2016,8495,Manual,32361,Diesel,0,78.4,1.6
 I10,2011,2495,Manual,78000,Petrol,20,61.4,1.2
 I800,2016,11995,Automatic,53000,Diesel,330,33.6,2.5
 I30,2008,1395,Manual,138000,Diesel,125,57.6,1.6
 I30,2016,8199,Manual,48655,Diesel,0,78.4,1.6
 IX35,2011,5475,Manual,79000,Petrol,205,41.5,1.6
 IX35,2011,6975,Manual,60000,Diesel,145,48.7,1.7
 I40,2016,8850,Manual,38572,Diesel,20,67.3,1.7
 Santa Fe,2010,6495,Manual,72570,Diesel,260,41.5,2.2
 IX35,2013,9995,Automatic,37000,Diesel,300,39.2,2.0
 I30,2017,9499,Manual,32992,Diesel,145,74.3,1.6
 I30,2017,9499,Manual,35138,Diesel,145,74.3,1.6
 Tucson,2018,19490,Automatic,14495,Diesel,145,57.6,1.7
 I30,2010,3495,Manual,80000,Petrol,160,46.3,1.4
 I10,2014,6275,Manual,12287,Petrol,30,57.6,1.2
 I800,2018,15999,Automatic,30038,Diesel,145,31.7,2.5
 Tucson,2017,13599,Manual,13298,Petrol,145,44.8,1.6
 IX35,2015,9099,Manual,28040,Diesel,145,53.3,1.7
 I10,2016,5799,Manual,21359,Petrol,30,57.6,1.2
 Tucson,2017,16995,Automatic,44013,Diesel,235,43.5,2.0
 I30,2018,8825,Manual,12933,Petrol,145,57.7,1.0
 Tucson,2016,12500,Automatic,32184,Diesel,125,57.6,1.7
 I20,2019,9699,Manual,6243,Petrol,145,46.3,1.2
 I30,2017,10099,Manual,31546,Diesel,145,74.3,1.6
 Santa Fe,2016,15899,Automatic,51849,Diesel,235,42.2,2.2
 Santa Fe,2016,15299,Manual,52265,Diesel,200,47.1,2.2
 Kona,2017,14025,Manual,12515,Petrol,145,52.3,1.0
 Tucson,2017,14099,Manual,8418,Petrol,145,44.8,1.6
 I30,2014,6504,Manual,42579,Petrol,145,47.1,1.4
 I10,2012,3995,Manual,22089,Petrol,20,61.4,1.2
 I30,2012,3495,Manual,65000,Diesel,20,67.3,1.6
 Tucson,2016,11995,Manual,26000,Diesel,30,61.7,1.7
 I40,2013,5995,Manual,83898,Diesel,30,65.7,1.7
 Tucson,2017,13950,Manual,32000,Diesel,30,61.7,1.7
 I20,2017,8695,Manual,9000,Petrol,30,58.9,1.2
 IX35,2014,8499,Manual,44016,Diesel,145,53.3,1.7
 I10,2014,7999,Automatic,6790,Petrol,160,45.6,1.2
 Tucson,2016,12495,Manual,28000,Diesel,30,61.7,1.7
 Tucson,2016,11295,Manual,32000,Petrol,160,44.8,1.6
 I10,2010,3299,Manual,14360,Petrol,30,56.5,1.2
 I20,2010,3499,Manual,60179,Petrol,150,50.4,1.4
 I10,2013,4595,Manual,22000,Petrol,20,61.4,1.2
 I10,2014,4795,Manual,13000,Petrol,20,61.4,1.2
 I30,2015,6799,Manual,54412,Diesel,0,78.4,1.6
 I30,2015,8799,Automatic,32745,Diesel,20,67.3,1.6
 I20,2016,8399,Manual,10618,Petrol,30,55.4,1.2
 Santa Fe,2017,18579,Manual,26800,Diesel,145,47.1,2.2
 I30,2015,7999,Manual,17673,Diesel,0,78.4,1.6
 I30,2017,10749,Manual,29840,Diesel,145,74.3,1.6
 Tucson,2016,12289,Manual,50193,Diesel,30,61.7,1.7
 I20,2017,7890,Manual,2515,Petrol,145,55.4,1.2
 I10,2013,4390,Manual,31946,Petrol,20,61.4,1.2
 I30,2013,5499,Manual,58000,Diesel,0,76.3,1.6
 IX35,2013,8799,Manual,25892,Diesel,145,48.7,1.7
 I10,2013,3499,Manual,43204,Petrol,20,61.4,1.2
 I20,2016,8979,Manual,16923,Petrol,20,62.8,1.0
 Tucson,2016,11799,Manual,59271,Diesel,30,61.7,1.7
 Tucson,2016,13999,Automatic,15758,Diesel,125,57.6,1.7
 IX20,2012,5750,Manual,32000,Diesel,30,64.2,1.6
 IX20,2013,7250,Automatic,26289,Petrol,200,43.6,1.6
 I10,2014,5750,Manual,20303,Petrol,30,57.6,1.2
 Terracan,2003,3290,Manual,78000,Diesel,325,32.8,2.9
 Tucson,2017,13400,Manual,28000,Diesel,30,61.7,1.7
 IX35,2011,6975,Manual,42000,Diesel,205,47.9,2.0
 Tucson,2017,13750,Manual,21000,Diesel,30,61.7,1.7
 I30,2018,13975,Semi-Auto,9578,Petrol,145,52.3,1.4
 I10,2016,8250,Manual,7600,Petrol,30,57.6,1.2
 IX35,2015,9950,Manual,7000,Petrol,160,44.1,1.6
 Tucson,2017,13250,Manual,19744,Diesel,30,61.7,1.7
 IX35,2011,6200,Manual,74250,Diesel,165,49.6,2.0
 Tucson,2017,11750,Manual,40195,Diesel,30,61.7,1.7
 I20,2009,2500,Manual,70151,Petrol,125,54.3,1.2
 I10,2009,2799,Manual,67887,Petrol,30,56.5,1.1
 I10,2011,3599,Manual,56902,Petrol,20,61.4,1.2
 I20,2010,3799,Manual,57476,Diesel,30,64.2,1.4
 I30,2007,3299,Automatic,51279,Petrol,200,40.9,1.6
 I10,2010,3490,Manual,42125,Petrol,30,56.5,1.2
 I10,2013,4995,Manual,42709,Petrol,20,61.4,1.2
 I20,2015,6498,Manual,41823,Petrol,30,55.4,1.2
 I20,2018,7698,Manual,30012,Petrol,145,55.4,0.0
 I10,2013,4695,Manual,35600,Petrol,20,61.4,1.2
 I10,2013,4795,Manual,35700,Petrol,20,61.4,1.2
 IX20,2016,9995,Automatic,3000,Petrol,160,43.5,1.6
 Tucson,2016,16980,Automatic,22764,Diesel,240,43.5,2.0
 I30,2013,4990,Manual,61000,Diesel,0,76.3,1.6
 I20,2018,10990,Automatic,10000,Petrol,150,45.6,1.4
 Tucson,2017,15390,Manual,25053,Petrol,145,38.7,1.6
 I800,2018,14000,Manual,38090,Diesel,145,37.7,2.5
 Getz,2007,2195,Manual,81400,Petrol,125,51.4,1.1
 I10,2012,3695,Manual,58205,Petrol,20,61.4,1.2
 I10,2014,4495,Manual,53910,Petrol,20,61.4,1.2
 Tucson,2015,9750,Manual,39000,Diesel,30,61.7,1.7
 Tucson,2016,16250,Automatic,38340,Diesel,240,43.5,2.0
 Tucson,2015,10500,Manual,49679,Diesel,30,61.7,1.7
 Tucson,2018,15495,Manual,9443,Petrol,145,34.9,1.6
 Tucson,2017,13690,Manual,51626,Diesel,145,47.9,2.0
 IX35,2015,9398,Manual,47049,Diesel,160,51.4,2.0
 I10,2017,6298,Manual,46185,Petrol,20,60.1,1.0
 I10,2018,6999,Manual,11248,Petrol,145,60.1,1.0
 I10,2018,7499,Manual,9426,Petrol,145,60.1,1.0
 I10,2018,6499,Manual,31072,Petrol,145,60.1,1.0
 Tucson,2018,14999,Manual,15500,Petrol,150,44.8,1.6
 I10,2016,9350,Automatic,2900,Petrol,135,47.9,1.2
 IX20,2015,9250,Automatic,8500,Petrol,200,43.6,1.6
 I10,2018,7995,Manual,1480,Petrol,150,60.1,1.0
 Amica,2007,1750,Automatic,53000,Petrol,160,46.3,1.1
 I20,2013,4250,Manual,68000,Petrol,30,57.6,1.2
 I10,2010,3795,Manual,41000,Petrol,30,56.5,1.2
 I10,2017,6795,Manual,27000,Petrol,145,57.7,1.2
 Tucson,2016,12995,Semi-Auto,49000,Diesel,125,57.6,1.7
 Santa Fe,2015,15650,Automatic,54991,Diesel,265,41.5,2.2
 I10,2010,2995,Manual,58000,Petrol,30,56.5,1.2
 Tucson,2016,13995,Semi-Auto,25000,Diesel,125,57.6,1.7
 I10,2015,5295,Manual,18274,Petrol,20,60.1,1.0
 I30,2014,6290,Manual,48130,Diesel,0,76.3,1.6
 I10,2014,4791,Manual,47040,Petrol,20,60.1,1.0
 I30,2012,6991,Automatic,29650,Petrol,205,41.5,1.6
 I10,2009,4495,Automatic,59000,Petrol,140,47.9,1.2
 Santa Fe,2016,17490,Automatic,55000,Diesel,235,42.8,2.2
 Tucson,2016,14690,Manual,38717,Diesel,125,58.9,2.0
 I40,2015,8999,Manual,41000,Diesel,30,65.7,1.7
 Ioniq,2019,17999,Automatic,3000,Hybrid,135,78.5,1.6
 Ioniq,2017,14999,Automatic,23000,Hybrid,0,78.5,1.6
 I30,2017,12250,Automatic,19367,Petrol,145,51.4,1.4
 I10,2014,5500,Manual,26726,Petrol,20,60.1,1.0
 I10,2014,5695,Manual,29000,Petrol,30,57.6,1.2
 I20,2014,6995,Automatic,18000,Petrol,145,47.1,1.4
 I10,2013,4295,Manual,27000,Petrol,20,61.4,1.2
 IX20,2014,5945,Manual,42000,Petrol,125,50.4,1.4
 I20,2015,7495,Manual,24000,Diesel,20,68.9,1.4
 Tucson,2017,15490,Manual,7000,Diesel,145,61.4,1.7
 IX20,2011,5490,Manual,22000,Petrol,125,50.4,1.4
 Santa Fe,2015,14990,Automatic,54000,Diesel,260,42.2,2.2
 I20,2016,6398,Manual,37899,Petrol,30,55.4,1.2
 I20,2015,6900,Manual,37000,Petrol,30,55.4,1.2
 I10,2017,6550,Manual,33851,Petrol,145,57.7,1.2
 I30,2015,6699,Manual,37000,Diesel,0,78.4,1.6
 Tucson,2017,14966,Manual,24963,Diesel,150,61.4,1.7
 I40,2015,9495,Manual,25350,Diesel,20,67.3,1.7
 I40,2017,11495,Manual,21743,Diesel,145,65.7,1.7
 I30,2015,8995,Automatic,18078,Diesel,20,67.3,1.6
 I30,2016,8395,Manual,31362,Diesel,20,72.4,1.6
 I40,2017,11999,Manual,27000,Diesel,30,65.7,1.7
 Tucson,2016,10800,Manual,45668,Diesel,30,61.7,1.7
 Santa Fe,2016,15400,Manual,37444,Diesel,205,46.3,2.2
 Tucson,2017,13200,Manual,23167,Diesel,150,61.7,1.7
 I10,2016,6800,Manual,8790,Petrol,20,61.4,1.0
 Tucson,2017,13400,Manual,19937,Diesel,150,61.7,1.7
 Tucson,2018,13700,Manual,25637,Petrol,150,35.3,1.6
 Tucson,2017,13100,Manual,24968,Diesel,150,61.7,1.7
 Santa Fe,2017,17400,Manual,28366,Diesel,150,47.1,2.2
 Tucson,2017,14900,Manual,26182,Diesel,150,61.4,1.7
 Tucson,2017,12800,Manual,30806,Diesel,30,61.7,1.7
 Tucson,2016,11500,Manual,38334,Petrol,165,44.8,1.6
 I20,2016,8250,Manual,23916,Petrol,20,62.8,1.0
 I10,2009,1995,Manual,55000,Petrol,30,56.5,1.2
 Ioniq,2017,13600,Automatic,22431,Hybrid,135,78.5,1.6
 Tucson,2016,11200,Manual,71022,Diesel,30,61.7,1.7
 Tucson,2017,14900,Automatic,12921,Diesel,145,57.6,1.7
 Tucson,2017,14300,Manual,30906,Diesel,145,61.4,1.7
 Tucson,2017,12900,Manual,32027,Diesel,150,61.7,1.7
 I10,2014,5300,Manual,26883,Petrol,20,60.1,1.0
 IX35,2010,5995,Manual,62000,Diesel,200,47.9,2.0
 I10,2015,7695,Automatic,15000,Petrol,160,45.6,1.2
 I20,2012,4995,Manual,39000,Petrol,30,57.6,1.2
 Tucson,2009,3885,Manual,93890,Diesel,300,39.8,2.0
 I40,2013,7485,Automatic,64672,Diesel,205,47.1,1.7
 Tucson,2017,15495,Automatic,13800,Diesel,145,57.6,1.7
 I10,2011,3295,Manual,68000,Petrol,20,61.4,1.2
 I10,2019,10995,Automatic,6000,Petrol,145,47.9,1.2
 Tucson,2018,21995,Automatic,6000,Petrol,145,36.2,1.6
 Ioniq,2017,11990,Semi-Auto,117000,Hybrid,0,78.5,1.6
 I10,2013,2990,Manual,75000,Petrol,20,61.4,1.2
 I10,2014,3990,Manual,52000,Petrol,20,60.1,1.0
 Santa Fe,2009,4495,Manual,95000,Diesel,305,38.7,2.2
 I20,2017,7900,Manual,23921,Petrol,145,58.9,1.2
 Tucson,2017,13100,Manual,31164,Diesel,145,61.7,1.7
 Santa Fe,2017,14900,Manual,39606,Diesel,200,47.1,2.2
 Tucson,2018,12300,Manual,14160,Petrol,145,44.8,1.6
 Tucson,2017,11900,Manual,53402,Diesel,145,61.7,1.7
 I30,2018,10600,Manual,12304,Diesel,145,74.3,1.6
 Ioniq,2018,15600,Automatic,16583,Hybrid,135,78.5,1.6
 Ioniq,2017,12800,Automatic,54698,Other,140,78.5,1.6
 I10,2017,7995,Manual,22500,Petrol,30,57.6,1.2
 Tucson,2017,14000,Manual,13794,Petrol,150,44.8,1.6
 Tucson,2015,11000,Manual,49464,Diesel,30,61.7,1.7
 I10,2018,7500,Manual,40050,Petrol,150,60.1,1.0
 Ioniq,2018,12000,Automatic,60438,Hybrid,140,78.5,1.6
 Santa Fe,2017,17500,Manual,30131,Diesel,150,47.1,2.2
 Tucson,2017,14100,Automatic,33887,Diesel,125,57.6,1.7
 Tucson,2016,13500,Manual,20505,Diesel,30,61.7,1.7
 Tucson,2016,10775,Manual,36092,Petrol,160,44.8,1.6
 I10,2009,1695,Manual,84000,Petrol,30,56.5,1.2
 I10,2008,1495,Manual,94000,Petrol,30,56.5,1.2
 IX35,2010,9495,Manual,16500,Diesel,190,48.7,2.0
 Tucson,2016,15995,Automatic,8000,Diesel,125,57.6,1.7
 I20,2018,11800,Automatic,21116,Petrol,145,49.6,1.0
 Tucson,2017,13500,Manual,15131,Diesel,30,61.7,1.7
 Tucson,2017,13700,Manual,19098,Diesel,30,61.7,1.7
 I10,2017,8100,Automatic,20745,Petrol,145,47.9,1.2
 Tucson,2017,11100,Manual,69786,Diesel,30,61.7,1.7
 Tucson,2017,11800,Manual,43459,Diesel,145,61.7,1.7
 Tucson,2018,14675,Manual,5251,Petrol,145,44.8,1.6
 I10,2018,6845,Manual,30685,Petrol,145,60.1,1.0
 Tucson,2016,10280,Manual,27992,Petrol,160,44.8,1.6
 I10,2018,6865,Manual,30360,Petrol,145,60.1,1.0
 Tucson,2018,16445,Semi-Auto,31400,Petrol,145,39.8,1.6
 I30,2015,8990,Manual,23968,Diesel,0,78.4,1.6
 I30,2017,10995,Manual,2000,Petrol,145,48.7,1.4
 I10,2016,9995,Automatic,11000,Petrol,145,47.9,1.2
 I30,2010,2895,Manual,82000,Petrol,160,46.3,1.4
 Santa Fe,2010,6995,Manual,72000,Diesel,260,41.5,2.2
 I30,2016,9490,Manual,21944,Diesel,0,78.4,1.6
 IX35,2011,7990,Manual,32148,Diesel,205,48.7,2.0
 Santa Fe,2002,1200,Manual,94000,Petrol,325,30.4,2.4
 I10,2016,6850,Manual,32005,Petrol,30,57.6,1.2
 I10,2016,6490,Manual,32000,Petrol,30,57.6,1.2
 Getz,2003,1990,Automatic,51000,Petrol,260,37.2,1.6
 I30,2016,10000,Automatic,21117,Petrol,200,41.5,1.6
 I10,2014,9000,Automatic,227,Petrol,160,45.6,1.2
 IX20,2016,8800,Automatic,22600,Petrol,160,43.5,1.6
 I30,2015,9000,Manual,16998,Petrol,150,48.7,1.4
 Tucson,2016,13789,Automatic,18634,Diesel,125,57.6,1.7
 IX20,2010,4495,Manual,62000,Petrol,120,50.4,1.4
 I30,2011,4395,Automatic,59220,Diesel,160,49.6,1.6
 I10,2009,2495,Manual,83677,Petrol,30,56.5,1.2
 I40,2012,7495,Automatic,68132,Diesel,200,47.1,1.7
 I30,2009,2495,Manual,125968,Petrol,160,46.3,1.4
 I10,2017,6299,Manual,1650,Petrol,150,60.1,1.0
 Tucson,2017,11600,Manual,18796,Diesel,150,61.7,1.7
 I30,2012,5495,Manual,61300,Petrol,150,47.1,1.4
 I20,2019,10889,Manual,3054,Petrol,145,46.3,1.2
 I40,2014,7995,Automatic,66200,Diesel,205,47.1,1.7
 I40,2013,6495,Manual,66300,Diesel,150,55.4,1.7
 I20,2013,2995,Manual,97500,Petrol,30,57.6,1.2
 I20,2016,5490,Manual,88000,Diesel,20,68.9,1.4
 I800,2018,14800,Automatic,34886,Diesel,145,28.0,2.5
 Tucson,2018,15500,Semi-Auto,38500,Petrol,145,39.8,1.6
 IX20,2017,9650,Automatic,21156,Petrol,145,43.5,1.6
 Tucson,2016,13999,Automatic,18252,Diesel,125,57.6,1.7
 Tucson,2018,16990,Automatic,25814,Petrol,145,39.8,1.6
 I10,2017,10999,Automatic,12455,Petrol,150,47.9,1.2
 IX20,2016,9499,Automatic,15942,Petrol,165,43.5,1.6
 IX20,2017,10999,Automatic,10843,Petrol,150,43.5,1.6
 Tucson,2019,17499,Automatic,10169,Petrol,150,36.2,1.6
 Tucson,2019,14999,Manual,11229,Petrol,150,34.9,1.6
